Unique Specimen Number,Label Date,Site,Display Date,Station,Collection Method,Specimen Kind ,Order,Family,Genus,Subgenus,Species,Subspecies,Nr.,Label Name,Short label name,Sex,Vial Duplicates,Voucher Specimen,Questionable or Incomplete Identification,Broken Specimen,Entered by,Entered Date,NOTES,Count,18,Jgardner
1134,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1135,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1136,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1137,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1138,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1139,20140714,POS,14/Jul/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1140,20140714,POS,14/Jul/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1141,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1142,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1143,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1144,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1145,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1146,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1147,20150620,SCL,20/Jun/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1148,20150620,SCL,20/Jun/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1149,20150510,SCL,10/May/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1150,20150510,SCL,10/May/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1151,20150419,SCL,19/Apr/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1152,20150419,SCL,19/Apr/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1153,20150419,SCL,19/Apr/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1154,20140928,SCL,28/Sep/2014,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1155,20140817,SCL,17/Aug/2014,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,"Label #1155 did not print, see specimen with blue triangle",1,0,0
1156,20140817,SCL,17/Aug/2014,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1157,20140817,SCL,17/Aug/2014,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1158,20140817,SCL,17/Aug/2014,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,Y,SAL,41321,,1,0,0
1159,20150808,SCL,8/Aug/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1160,20150620,SCL,20/Jun/2015,SCL2,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,Corrected from A. texanus [WRP 20181105],1,1,0
1161,20150620,SCL,20/Jun/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1162,20150620,SCL,20/Jun/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1163,20150620,SCL,20/Jun/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1164,20150510,SCL,10/May/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1165,20150510,SCL,10/May/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1166,20150510,SCL,10/May/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1167,20150510,SCL,10/May/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1168,20150510,SCL,10/May/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1169,20150510,SCL,10/May/2015,SCL2,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,"In with female specimens but darker abdomen than others, corrected from A. texanus [WRP 20240213]",1,0,0
1170,20150419,SCL,19/Apr/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,Y,SAL,41321,"Head/abdomen missing, could not find in the original box specimen was in",1,0,0
1171,20140928,SCL,28/Sep/2014,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1172,20160417,SCL,17/Apr/2016,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1173,20160417,SCL,17/Apr/2016,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1174,20160417,SCL,17/Apr/2016,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1175,20160417,SCL,17/Apr/2016,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1176,20160417,SCL,17/Apr/2016,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1177,20160417,SCL,17/Apr/2016,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1178,20150808,SCL,8/Aug/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1179,20150808,SCL,8/Aug/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1180,20150808,SCL,8/Aug/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1181,20150711,SCL,11/Jul/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1182,20150620,SCL,20/Jun/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1183,20150620,SCL,20/Jun/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1184,20150510,SCL,10/May/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1185,20150510,SCL,10/May/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1186,20150510,SCL,10/May/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,Y,SAL,41321,"Head missing, could not find in the original box specimen was in",1,0,0
1187,20140928,SCL,28/Sep/2014,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1188,20140928,SCL,28/Sep/2014,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1189,20140817,SCL,17/Aug/2014,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1190,20150808,SCL,8/Aug/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1191,20150808,SCL,8/Aug/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,"Additional label ""E"" on specimen",1,0,0
1192,20150808,SCL,8/Aug/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,"Additional label ""E"" on specimen",1,0,0
1193,20150711,SCL,11/Jul/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1194,20150711,SCL,11/Jul/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1195,20150510,SCL,10/May/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1196,20150510,SCL,10/May/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1197,20150419,SCL,19/Apr/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,X,SAL,41321,"Head missing, could not find in the original box specimen was in",1,0,0
1198,20150419,SCL,19/Apr/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,X,SAL,41321,"Head missing, could not find in the original box specimen was in",1,0,0
1199,20150620,SCL,20/Jun/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1200,20140817,SCL,17/Aug/2014,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1201,20140817,SCL,17/Aug/2014,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1202,20160610,SCL,10/Jun/2016,SCL5,N,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,SAL,41321,,1,0,0
1203,20150808,POS,8/Aug/2015,POS1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1204,20150808,POS,8/Aug/2015,POS1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1205,20150808,POS,8/Aug/2015,POS1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1206,20150808,POS,8/Aug/2015,POS1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,gonostylus visible,1,0,0
1207,20150711,POS,11/Jul/2015,POS1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,Corrected from 20150701 [WRP 20140212],1,0,0
1208,20160807,POS,7/Aug/2016,POS2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1209,20150808,POS,8/Aug/2015,POS2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1210,20150808,POS,8/Aug/2015,POS2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1211,20150711,POS,11/Jul/2015,POS2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1212,20150711,POS,11/Jul/2015,POS2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,both anterior and posterior tibial stripes clearly visible,1,0,0
1213,20150711,POS,11/Jul/2015,POS2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1214,20140817,POS,17/Aug/2014,POS2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,gonostylus visible,1,0,0
1215,20160807,POS,7/Aug/2016,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1216,20160807,POS,7/Aug/2016,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1217,20160807,POS,7/Aug/2016,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1218,20160807,POS,7/Aug/2016,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1219,20150808,POS,8/Aug/2015,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1220,20150808,POS,8/Aug/2015,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1221,20150808,POS,8/Aug/2015,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1222,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1223,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1224,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,gonostylus visible,1,0,0
1225,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1226,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1227,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,M,,,,,SAL,41321,corrected from A. texanus [WRP 20211130],1,0,0
1228,20140817,POS,17/Aug/2014,POS3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1229,20160807,POS,7/Aug/2016,POS4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1230,20160807,POS,7/Aug/2016,POS4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1231,20160807,POS,7/Aug/2016,POS4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,overflow voucher 5/10/19,1,0,0
1232,20160807,POS,7/Aug/2016,POS4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,overflow voucher 5/10/19,1,0,0
1233,20160716,POS,16/Jul/2016,POS4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,overflow voucher 5/10/19,1,0,0
1234,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1235,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1236,20150711,SCL,11/Jul/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1237,20150808,SCL,8/Aug/2015,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,Corrected from 20150608 [WRP 20240212],1,0,0
1238,20140928,SCL,28/Sep/2014,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1239,20140817,SCL,17/Aug/2014,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1240,20140817,SCL,17/Aug/2014,SCL1,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1241,20150808,SCL,8/Aug/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1242,20150808,SCL,8/Aug/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1243,20150808,SCL,8/Aug/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1244,20150808,SCL,8/Aug/2015,SCL2,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1245,20150711,SCL,11/Jul/2015,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1246,20140817,SCL,17/Aug/2014,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1247,20140817,SCL,17/Aug/2014,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1248,20140714,SCL,14/Jul/2014,SCL3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1249,20160807,SCL,7/Aug/2016,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1250,20160807,SCL,7/Aug/2016,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1251,20150808,SCL,8/Aug/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,"Additional label ""D"" on specimen",1,0,0
1252,20150711,SCL,11/Jul/2015,SCL4,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1253,20160807,SCL,7/Aug/2016,SCL5,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,,,SAL,41321,,1,0,0
1254,20160807,,7/Aug/2016,,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,M,,,Y,,SAL,41321,No location data [WRP 20240213],1,0,0
1255,20160417,POS,17/Apr/2016,POS2,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,,1,0,0
1256,20160417,POS,17/Apr/2016,POS2,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,,1,0,0
1257,20150620,POS,20/Jun/2015,POS3,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,,1,0,0
1258,20150510,POS,10/May/2015,POS2,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,,1,0,0
1259,20150510,POS,10/May/2015,POS2,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,,1,0,0
1260,20150510,POS,10/May/2015,POS3,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,,1,0,0
1261,20150419,POS,19/Apr/2015,POS3,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,SAL,41321,,1,0,0
1262,20140928,SCL,28/Sep/2014,SCL1,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,Y,,,SAL,41321,Specimen not in collection [WRP 20181105],1,1,0
1263,20150808,POS,8/Aug/2015,POS1,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,M,,,,,SAL,41321,,1,0,0
1264,20140817,POS,17/Aug/2014,POS1,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,M,,,,,SAL,41321,,1,0,0
1265,20140817,POS,17/Aug/2014,POS1,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,M,,,,,SAL,41321,,1,0,0
1266,20150510,POS,10/May/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1267,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1268,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1269,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1270,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
