Unique Specimen Number,Label Date,Site,Display Date,Station,Collection Method,Specimen Kind ,Order,Family,Genus,Subgenus,Species,Subspecies,Nr.,Label Name,Short label name,Sex,Vial Duplicates,Voucher Specimen,Questionable or Incomplete Identification,Broken Specimen,Entered by,Entered Date,NOTES,Count,18,Jgardner
5985,20190331,POS,30/Mar/2015,POS21,T,P,,,Andrena,Trachandrena,salicifloris,,y,Andrena (Trachandrena) nr. salicifloris,Andrena salicifloris,F,,,,,WRP,42319,"NOTE red tibial character ABSENT, corrected from A. hippotes [det BBSL 20221020]",1,0,0
5986,20190331,POS,30/Mar/2015,POS21,T,P,,,Andrena,Thysandrena,knuthiana,,,Andrena (Thysandrena) knuthiana,Andrena knuthiana,F,,Y,,,WRP,42319,corrected from A. salictoria [det. H Ikerd 20221020],1,0,0
5987,20190331,POS,30/Mar/2015,POS21,T,P,,,Andrena,Thysandrena,knuthiana,,,Andrena (Thysandrena) knuthiana,Andrena knuthiana,F,,Y,,,WRP,42319,"NOTE Stylops, NOTE clypeus long, corrected from A. chlorogaster [det. H Ikerd 20221020]",1,0,0
5988,20190331,POS,30/Mar/2015,POS21,T,P,,,Andrena,Thysandrena,candida,,,Andrena (Thysandrena) candida,Andrena candida,M,,,,,WRP,42319,"[BBSL Jan2023], corrected from Callandrena to A. (Thysandrena) candida, per H Ikerd [WRP 20230201]",1,0,0
5989,20190331,POS,30/Mar/2015,POS21,T,P,,,Lasioglossum,Lasioglossum,pacificum,,,Lasioglossum (Lasioglossum) pacificum,Lasioglossum pacificum,F,,,,,WRP,42319,,1,0,0
5990,20190331,POS,30/Mar/2015,POS21,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,"NOTE ""pacatum-like""; corrected from L. (Dialictus) nevadense [EAS 20230919]",1,0,0
5991,20190331,POS,30/Mar/2015,POS21,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,Corrected from L. (Dialictus) nevadense [EAS 20240212],1,0,0
5992,20190331,POS,30/Mar/2015,POS21,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,WRP,42319,corrected from L. (Dialictus) sp. [EAS 20230425],1,0,0
5993,20190331,POS,30/Mar/2015,POS21,T,P,,,Lasioglossum,Sphecodogastra,sp.,,,Lasioglossum (Sphecodogastra) sp.,Lasioglossum sp.,F,,Y,,,WRP,42319,"[WSU May2023]; det. JGardner ""L. (Sphecodogastra) (fulvicorne group)"", corrected from L. (Dialictus) ruidosense [WRP 20230523]; L. cordleyi is the only species from that group that we know to be present but leaving it ""sp"" for now",1,0,1
5994,20190331,POS,30/Mar/2015,POS25,T,P,,,Andrena,Thysandrena,knuthiana,,Y,Andrena (Thysandrena) nr. knuthiana,Andrena knuthiana,F,,,Y,,WRP,42319,"NOTE Stylops, NOTE clypeus long, corrected from A. chlorogaster [det. H Ikerd 20221020]",1,0,0
5995,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
5996,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
5997,20190331,POS,30/Mar/2015,POS25,T,P,,,Halictus,Seladonia,confusus,,,Halictus (Seladonia) confusus,Halictus confusus,F,,,,,WRP,42319,,1,0,0
5998,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,corrected from L. (Dialictus) nevadense [EAS 20230919],1,0,0
5999,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,"NOTE ""pacatum-like""; corrected from L. (Dialictus) nevadense [EAS 20230919]",1,0,0
6000,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,"NOTE ""pacatum-like""; corrected from L. (Dialictus) nevadense [EAS 20230919]",1,0,0
6001,20190331,POS,30/Mar/2015,POS25,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,WRP,42319,,1,0,0
6002,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,Y,,,WRP,42319,"NOTE ""pacatum-like""; corrected from L. (Dialictus) nevadense [EAS 20230919]; corrected from L. (H.) knereri, det JGardner [WRP 20231024]",1,0,1
6003,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,"NOTE ""pacatum-like""; corrected from L. (Dialictus) nevadense [EAS 20230919]",1,0,0
6004,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,,1,0,0
6005,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6006,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6007,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6008,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6009,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,,1,0,0
6010,20190331,POS,30/Mar/2015,POS25,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,WRP,42319,,1,0,0
6011,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6012,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,,1,0,0
6013,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6014,20190331,POS,30/Mar/2015,POS25,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6015,20190429,BPF,28/Apr/2015,BPF1,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,Large; corrected from L. (Evylaeus) sp. [EAS 20230427],1,0,0
6016,20190429,BPF,28/Apr/2015,BPF1,T,P,,,Lasioglossum,Evylaeus,sp.,,,Lasioglossum (Evylaeus) sp.,Lasioglossum sp.,F,,,,,WRP,42319,,1,0,0
6017,20190429,BPF,28/Apr/2015,BPF1,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224],1,0,0
6018,20190429,BPF,28/Apr/2015,BPF1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6019,20190429,BPF,28/Apr/2015,BPF1,T,P,,,Osmia,Melanosmia,proxima,,Y,Osmia (Melanosmia) nr. proxima,Osmia proxima,F,,,,,WRP,42319,,1,0,0
6020,20190429,BPF,28/Apr/2015,BPF1,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,F,,,,,WRP,42319,,1,0,0
6021,20190429,BPF,28/Apr/2015,BPF1,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,,,,,WRP,42319,,1,0,0
6022,20190429,BPF,28/Apr/2015,BPF1,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,,,,,WRP,42319,,1,0,0
6023,20190429,BPF,28/Apr/2015,BPF2,T,P,,,Lasioglossum,Hemihalictus,villosulum,,,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,,,,,WRP,42319,"sent to Dr. Gibbs [WRP 20220222], det. J Gibbs [WRP 20230310]",1,0,0
6024,20190429,BPF,28/Apr/2015,BPF2,T,P,,,Lasioglossum,Sphecodogastra,cordleyi,,y,Lasioglossum (Sphecodogastra) nr. cordleyi,Lasioglossum cordleyi,F,,,,,WRP,42319,corrected from L. (Evylaeus) sp. [EAS 20230427]; [WSU May2023]; det. JGardner [WRP 20230523],1,0,1
6025,20190429,BPF,28/Apr/2015,BPF2,T,P,,,Halictus,Seladonia,confusus,,,Halictus (Seladonia) confusus,Halictus confusus,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224]; corrected from L. (Dialictus) [WRP 20230425],1,0,0
6026,20190429,BPF,28/Apr/2015,BPF2,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,[WSU May2023]; det. JGardner [WRP 20230523],1,0,1
6027,20190429,BPF,28/Apr/2015,BPF2,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6028,20190429,BPF,28/Apr/2015,BPF2,T,P,,,Osmia,Melanosmia,proxima,,Y,Osmia (Melanosmia) nr. proxima,Osmia proxima,F,,,,,WRP,42319,det. nr. proxima [TGriswold 20221020],1,0,0
6029,20190429,BPF,28/Apr/2015,BPF2,T,P,,,Lasioglossum,Leuchalictus,zonulum,,,Lasioglossum (Leuchalictus) zonulum,Lasioglossum zonulum,F,,Y,,,WRP,42319,[WSU May2023]; det. JGardner [WRP 20230523],1,0,1
6030,20190429,BPF,28/Apr/2015,BPF3,T,P,,,Lasioglossum,Dialictus,cressonii,,,Lasioglossum (Dialictus) cressonii,Lasioglossum cressonii,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224],1,0,0
6031,20190429,BPF,28/Apr/2015,BPF3,T,P,,,Halictus,Seladonia,confusus,,,Halictus (Seladonia) confusus,Halictus confusus,F,,,,,WRP,42319,,1,0,0
6032,20190429,BPF,28/Apr/2015,BPF3,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6033,20190429,BPF,28/Apr/2015,BPF3,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,F,,,,,WRP,42319,,1,0,0
6034,20190429,BPF,28/Apr/2015,BPF3,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,,,,,WRP,42319,,1,0,0
6035,20190429,BPF,28/Apr/2015,BPF4,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224],1,0,0
6036,20190429,BPF,28/Apr/2015,BPF4,T,P,,,Sphecodes,,msp. BS0002,,,Sphecodes msp. BS0002,Sphecodes msp. BS0002,F,,,x,,WRP,42319,corrected from msp. BS0001 [EAS 20240211],1,0,0
6037,20190429,BPF,28/Apr/2015,BPF4,T,P,,,Osmia,Melanosmia,proxima,,Y,Osmia (Melanosmia) nr. proxima,Osmia proxima,F,,,,,WRP,42319,,1,0,0
6038,20190429,BPF,28/Apr/2015,BPF4,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,,,,,WRP,42319,,1,0,0
6039,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Andrena,Trachandrena,salicifloris,,y,Andrena (Trachandrena) nr. salicifloris,Andrena salicifloris,F,,,,,WRP,42319,"NOTE red tibial character ABSENT, corrected from A. hippotes [det BBSL 20221020]",1,0,0
6040,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Andrena,Simandrena,angustitarsata,,,Andrena (Simandrena) angustitarsata,Andrena angustitarsata,F,,,,,WRP,42319,corrected from A. astragali [det BBSL 20221020],1,0,0
6041,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
6042,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
6043,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
6044,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Halictus,Seladonia,confusus,,,Halictus (Seladonia) confusus,Halictus confusus,F,,,,,WRP,42319,,1,0,0
6045,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224]; [WSU May2023]; det. JGardner [WRP 20230523],1,0,1
6046,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6047,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6048,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6049,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,det JGardner [WRP 20231024],1,0,1
6050,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6051,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6052,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6053,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6054,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Osmia,Melanosmia,proxima,,Y,Osmia (Melanosmia) nr. proxima,Osmia proxima,M,,,,,WRP,42319,"corrected from F [WRP 20220226], corrected from msp. BS0044 [T Griswold 20221020], corrected from O. tristella [probable data entry error] [WRP 20230323]",1,0,0
6055,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,,,,,WRP,42319,,1,0,0
6056,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Nomada,,msp. 2023G_CABS,,,Nomada msp. 2023G_CABS,Nomada msp. 2023G_CABS,F,,,,,WRP,42319,corrected from msp. 2023A [WRP 20240104],1,0,0
6057,20190429,BPF,28/Apr/2015,BPF5,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,WRP,42319,,1,0,0
6058,20190429,BPF,28/Apr/2015,BPF6,T,P,,,Andrena,Simandrena,angustitarsata,,,Andrena (Simandrena) angustitarsata,Andrena angustitarsata,F,,,,,WRP,42319,corrected from A. astragali [det BBSL 20221020],1,0,0
6059,20190429,BPF,28/Apr/2015,BPF6,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from L. (Evylaeus) sp. [EAS 20230427],1,0,0
6060,20190429,BPF,28/Apr/2015,BPF6,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6061,20190429,BPF,28/Apr/2015,BPF6,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,[WSU May2023]; det. JGardner [WRP 20230523],1,0,1
6062,20190429,BPF,28/Apr/2015,BPF6,T,P,,,Osmia,Melanosmia,proxima,,Y,Osmia (Melanosmia) nr. proxima,Osmia proxima,F,,,,,WRP,42319,,1,0,0
6063,20190429,BPF,28/Apr/2015,BPF6,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,WRP,42319,,1,0,0
6064,20190429,BPF,28/Apr/2015,BPF7,T,P,,,Andrena,Ptilandrena,nigrihirta,,Y,Andrena (Ptilandrena) nr. nigrihirta,Andrena nigrihirta,F,,,Y,,WRP,42319,"det WRP 20220920, NOTE gena is short",1,0,0
6065,20190429,BPF,28/Apr/2015,BPF7,T,P,,,Andrena,Trachandrena,salicifloris,,,Andrena (Trachandrena) salicifloris,Andrena salicifloris,M,,,,,WRP,42319,"Det. WRP 20220922, terminalia clear",1,0,0
6066,20190429,BPF,28/Apr/2015,BPF7,T,P,,,Lasioglossum,Hemihalictus,inconditum,,,Lasioglossum (Hemihalictus) inconditum,Lasioglossum inconditum,F,,,,,WRP,42319,corrected from L. (Evylaeus) sp. [EAS 20230427]; [WSU May2023]; det. JGardner [WRP 20230523],1,0,1
6067,20190429,BPF,28/Apr/2015,BPF7,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224],1,0,0
6068,20190429,BPF,28/Apr/2015,BPF7,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,Corrected from L. (Dialictus) nevadense [EAS 20240212],1,0,0
6069,20190429,BPF,28/Apr/2015,BPF7,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6070,20190429,BPF,28/Apr/2015,BPF7,T,P,,,Osmia,Melanosmia,tristella,,,Osmia (Melanosmia) tristella,Osmia tristella,M,,Y,,,WRP,42319,"Exemplar msp. BS0046, corrected to O. tristella [det. T Griswold 20221020]",1,0,0
6071,20190429,BPF,28/Apr/2015,BPF8,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224],1,0,0
6072,20190429,BPF,28/Apr/2015,BPF8,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,"corrected from L. (Evylaeus) [EAS 20220224]; note ""Large""; [WSU May2023]; det. JGardner, corrected from L. (Dialictus) nevadense [WRP 20230523]",1,0,1
6073,20190429,BPF,28/Apr/2015,BPF8,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,"corrected from L. (Evylaeus) [EAS 20220224]; corrected from L. (Dialictus) laevissimum [WRP 20230501]; NOTE ""pacatum-like""; corrected from L. (Dialictus) nevadense [EAS 20230919]",1,0,0
6074,20190429,BPF,28/Apr/2015,BPF8,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,,,,,WRP,42319,,1,0,0
6075,20190429,POS,28/Apr/2015,POS1,T,P,,,Andrena,Trachandrena,salicifloris,,y,Andrena (Trachandrena) nr. salicifloris,Andrena salicifloris,F,,,,,WRP,42319,"NOTE red tibial character ABSENT, corrected from A. hippotes [det BBSL 20221020]",1,0,0
6076,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,Large; corrected from L. (Evylaeus) sp. [EAS 20230427],1,0,0
6077,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,Large; corrected from L. (Evylaeus) sp. [EAS 20230427],1,0,0
6078,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,Corrected from L. (Dialictus) nevadense [EAS 20240212],1,0,0
6079,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,"[WSU May2023]; det. JGardner, corrected from L. (Dialictus) nevadense [WRP 20230523]",1,0,1
6080,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,"NOTE ""pacatum-like""; corrected from L. (Dialictus) nevadense [EAS 20230919]; det JGardner [WRP 20231024]",1,0,1
6081,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,Corrected from L. (Dialictus) nevadense [EAS 20240212],1,0,0
6082,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,Corrected from L. (Dialictus) nevadense [EAS 20240212],1,0,0
6083,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,Corrected from L. (Dialictus) nevadense [EAS 20240212],1,0,0
6084,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,Corrected from L. (Dialictus) nevadense [EAS 20240212],1,0,0
6085,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,,1,0,0
6086,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,,1,0,0
6087,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6088,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,,1,0,0
6089,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6090,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6091,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,Corrected from L. (Dialictus) nevadense [EAS 20240212],1,0,0
6092,20190429,POS,28/Apr/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6093,20190429,POS,28/Apr/2015,POS1,T,P,,,Osmia,Melanosmia,albolateralis,,,Osmia (Melanosmia) albolateralis,Osmia albolateralis,M,,,,,WRP,42319,T Griswold 20221020,1,0,0
6094,20190429,POS,28/Apr/2015,POS1,T,P,,,Nomada,,msp. 2019B_CABS,,,Nomada msp. 2019B_CABS,Nomada msp. 2019B_CABS,M,,,,,WRP,42319,,1,0,0
6095,20190429,POS,28/Apr/2015,POS2,T,P,,,Agapostemon,Agapostemon,virescens,,,Agapostemon (Agapostemon) virescens,Agapostemon virescens,F,,,,,WRP,42319,,1,0,0
6096,20190429,POS,28/Apr/2015,POS2,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6097,20190429,POS,28/Apr/2015,POS2,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6098,20190429,POS,28/Apr/2015,POS2,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
6099,20190429,POS,28/Apr/2015,POS2,T,P,,,Osmia,Melanosmia,proxima,,Y,Osmia (Melanosmia) nr. proxima,Osmia proxima,F,,,,,WRP,42319,Large (similar to O. lignaria but without horns),1,0,0
